0.837000027,0.257000001,0.524589292,0.851355434,0
1.035,0.5,0.2670238,0.9636899,0
1.035,0.9,0,1,0
1.085,1,0,1,0
1.085,1.1,-0.09,1,0
1.085,1.3,0.18,1,0
0.705,1.4,-0.2893571,0.9572212,X
0.685,1.35,-0.5442413,0.8389287,0
0.67,1.2,-0.6,0.72,0
0.6896,1.0801,-0.7761544,0.634393248,A
0.6782836,1.07709249,-0.998452463,0.055611862,0
0.672002853,1.076390662,0.989830301,0.142253208,0
0.668504166,1.079962668,0.922240181,0.386617445,0
0.664992279,1.08352178,0.922067996,0.387027919,0
0.6915,1.087099966,0.921536874,0.388290856,0
0.6896,1.0801,-0.9723699,0.2334454,Q
0.6782836,1.07709249,-0.726513933,0.687151733,0
0.677887176,1.069979376,-0.698941072,0.715179263,0
0.678560776,1.065025,-0.658081242,0.75294693,0
0.679225754,1.060069403,-0.659540366,0.751669146,0
0.679860901,1.055109916,-0.659745555,0.751489057,0
0.680520462,1.050153632,-0.658060932,0.75296468,0
0.681200012,1.045200019,-0.657302446,0.753626894,0
0.6812,1.053,0.4728,0.8811,F
1.0282,0.9752,0.23721402,0.971457415,Z1
1.2658,0.965,-0.8660254,0.5,Z2
1.2658,0.965,-1,0,Z3
0.235,0.502,-0.967926671,0.251232878,c
0.258690218,0.541703822,0.813808894,0.581132588,0
0.25534387,0.551455752,0.784701005,0.619874449,0
0.255180238,0.556453082,0.721270969,0.692653007,0
0.254939245,0.561447283,0.726839408,0.686807451,0
0.254614347,0.566436716,0.732857719,0.680381925,0
0.254197668,0.571419321,0.738900987,0.673814018,0
0.253694891,0.576393953,0.745174797,0.666869195,0
0.253092016,0.581357485,0.751421834,0.659822118,0
0.252402242,0.586309686,0.75774655,0.652548976,0
0.251608499,0.591246286,0.763982314,0.645237184,0
0.250728925,0.596168314,0.769680667,0.638429065,0
0.249760412,0.601073595,0.773318781,0.634017399,0
0.248768495,0.605974222,0.775322736,0.631565242,0
0.247737917,0.610866876,0.777127964,0.629342615,0
0.246689943,0.615755792,0.778694417,0.627403384,0
0.245610632,0.620637918,0.78005644,0.625709158,0
0.244520182,0.625517564,0.781186668,0.624297517,0
0.243405584,0.630391755,0.782118563,0.623129644,0
0.24228599,0.635264802,0.782835347,0.622228913,0
0.241148962,0.640133805,0.783772936,0.62104749,0
0.239999994,0.644999985,0.894420764,0.447226448,0
0.229999995,0.654999985,0.923879533,0.382683432,0
0.219999995,0.664999985,0.881724939,0.471763852,0
0.215529093,0.676696304,0.690790246,0.72305521,0
0.220521693,0.676424392,0.049960742,0.998751182,0
0.225360846,0.677682403,-0.017603974,0.999845038,0
0.230099501,0.676087021,-0.1183352,0.992973706,0
0.235043577,0.675341324,-0.004396188,0.999990337,0
0.239999994,0.675999969,0.06601165,0.997818852,0
0.24,0.635,-0.972399102,0.233323779,b
0.242642015,0.657016205,0.651709709,0.758468493,0
0.243866629,0.665057815,0.678724419,0.734393058,0
0.243670839,0.670054001,0.719324423,0.694674294,0
0.24351808,0.675051635,0.718445465,0.69558329,0
0.243347563,0.680048736,0.718209133,0.695827307,0
0.243201593,0.6850466,0.717763436,0.696287046,0
0.243043875,0.690044158,0.717629269,0.696425324,0
0.242901758,0.695042098,0.71738402,0.696677951,0
0.242751078,0.700039886,0.717312878,0.6967512,0
0.242611002,0.705037902,0.717177292,0.69689076,0
0.242464212,0.710035766,0.717148725,0.696920158,0
0.242324957,0.715033782,0.717078223,0.696992699,0
0.242180189,0.720031722,0.717078887,0.696992015,0
0.242040915,0.725029738,0.71705098,0.697020726,0
0.241896948,0.730027678,0.717071578,0.696999535,0
0.241757082,0.735025694,0.717072907,0.696998168,0
0.241613077,0.740023634,0.71710945,0.69696057,0
0.241472162,0.74502165,0.717131375,0.696938011,0
0.241327528,0.75001959,0.717180614,0.696887342,0
0.241185202,0.75501753,0.717218556,0.696848293,0
0.24103948,0.760015394,0.717278339,0.696786756,0
0.240895437,0.765013334,0.717330811,0.696732737,0
0.240748209,0.770011198,0.717399295,0.696662222,0
0.240602201,0.775009061,0.717463788,0.696595804,0
0.240453123,0.780006849,0.717542882,0.696514331,0
0.240304846,0.785004636,0.717617983,0.696436953,0
0.240153612,0.790002347,0.717804002,0.696245226,0
0.239999994,0.794999982,0.883351115,0.468711859,0
0.229999995,0.804999982,0.923879533,0.382683432,0
0.219999995,0.814999981,0.880857007,0.473382438,0
0.216146864,0.82593626,0.669547557,0.74276919,0
0.221146101,0.826023464,0.166533983,0.986035716,0
0.225121035,0.829056606,0.442510982,0.896763085,0
0.227017435,0.833682995,0.103056245,0.99467553,0
0.230611128,0.830206585,-0.306754856,0.951788557,0
0.235049967,0.827905178,-0.154336179,0.988018393,0
0.239999994,0.827199993,-0.07069455,0.99749801,0
0.24,0.812,-0.27221066,0.962237682,h
0.239530138,0.808469983,0.999506769,0.031404116,0
0.226311793,0.809301434,0.995336088,0.096467979,0
0.231249155,0.81009039,-0.226731177,0.973957378,0
0.233635172,0.805696393,-0.546759139,0.83728994,0
0.235256189,0.800966473,-0.618937435,0.785440292,0
0.235963129,0.796016751,-0.663116057,0.748516597,0
0.236461462,0.791041623,-0.672382929,0.740203483,0
0.236921152,0.786062757,-0.674466174,0.73830575,0
0.237363371,0.781082364,-0.675856635,0.737033113,0
0.237785505,0.776100217,-0.676818264,0.736150146,0
0.238201708,0.771117612,-0.677304356,0.735702936,0
0.238610682,0.766134321,-0.677274057,0.735730829,0
0.239027704,0.761151792,-0.676821063,0.736147573,0
0.239448942,0.756169569,-0.671849271,0.740687895,0
0.239999994,0.75120001,-0.667004145,0.745054005,0
0.235,0.7052,-0.272607201,0.962125415,g
0.239887022,0.764971449,0.847518667,0.530765588,0
0.235852255,0.773286039,0.784876886,0.619651736,0
0.236728968,0.778208524,0.638807315,0.769366762,0
0.237690691,0.783115216,0.634348989,0.773046803,0
0.238680986,0.78801611,0.593920342,0.804523851,0
0.240621275,0.792624341,0.556615893,0.830769973,0
0.242484449,0.797264233,0.559479006,0.828844522,0
0.244360918,0.801898709,0.560681748,0.828031387,0
0.246197122,0.806549359,0.561333968,0.827589377,0
0.248059,0.811189785,0.553794919,0.832653102,0
0.250062879,0.815770626,0.547091636,0.837072722,0
0.252072805,0.820348873,0.546663903,0.837352123,0
0.254086069,0.824925671,0.547276841,0.836951647,0
0.256082548,0.829509716,0.547544088,0.836776835,0
0.258089975,0.834089107,0.543953795,0.83911517,0
0.260164732,0.838638286,0.540750397,0.8411831,0
0.262241739,0.843186474,0.541293704,0.84083359,0
0.264304765,0.847741069,0.541613075,0.840627906,0
0.266374849,0.852292385,0.541654012,0.840601529,0
0.268436979,0.856847362,0.539549588,0.841953824,0
0.270552514,0.861377773,0.537623095,0.843185275,0
0.272656205,0.865913676,0.537935323,0.842986114,0
0.274765027,0.870447215,0.537507228,0.843259141,0
0.276877931,0.874978847,0.537480654,0.843276079,0
0.278987306,0.87951208,0.536075424,0.844170089,0
0.281130345,0.884029521,0.534817119,0.844967839,0
0.283266728,0.888550166,0.534975715,0.844867436,0
